target,mae,rmse,nrmse,r2,bias,medae,smape
solar_generation_kwh_day,243.49550843417381,317.3643409507871,0.17690451885374345,-0.2841217107966507,-22.305466023904703,196.76908684014802,30.80401568088746
wind_generation_kwh_day,3220.01607198085,5374.135743018379,0.07983888115854906,0.21408534333038132,-640.3365475340133,2036.5142531142749,73.70444249122471
hybrid_generation_kwh_day,3252.0850348452645,5396.51096052236,0.07926057221617544,0.21158571975989893,-662.6420135579181,2079.999662116898,54.417573244308684
