target,mae,rmse,nrmse,r2,bias,medae,smape
solar_daily_kwh_m2_day,1.3977117368373884,1.821733251069375,0.1769045188537435,-0.28412171079665116,-0.12803772791426024,1.1294929581733966,30.804015680887453
wind_daily_mean_ms,0.6845077079613516,0.884882955397845,0.13295403336528558,0.298642045252147,0.18582444330530581,0.552064806147984,33.44115411218521
