target,mae,rmse,nrmse,r2,bias,medae,smape
solar_generation_kwh_day,233.54748129394275,295.58011688646883,0.16476160555366998,-0.11388502689549207,26.222757517085736,196.48893604943584,27.182302651410666
wind_generation_kwh_day,4297.198227593058,6415.694604110552,0.09531241925039985,-0.1200708370986665,840.6854086466686,3015.222138690851,81.56243215865568
hybrid_generation_kwh_day,4333.153921123789,6450.438356736116,0.09473999755400896,-0.12643675679627342,866.9081661637543,3039.7719253714226,65.78450185119443
