target,mae,rmse,nrmse,r2,bias,medae,smape
solar_daily_kwh_m2_day,1.3406081196836588,1.6966875537241015,0.16476160555367,-0.11388502689549207,0.1505237455490067,1.1278848379629627,27.182302651410666
wind_daily_mean_ms,0.873304641745892,1.1741113295062122,0.17641071728807864,-0.234771579928865,0.4113900123109029,0.6503883987160111,38.17993801645272
