hist_solar_irradiation_global_mean,hist_solar_irradiation_global_median,hist_solar_irradiation_global_std,hist_solar_irradiation_global_count,hist_wind_speed_global_mean,hist_wind_speed_global_median,hist_wind_speed_global_std,hist_wind_speed_global_count
5.355360474429671,5.616402777777777,1.6963634580279798,51744,2.8712243960205406,2.8791666666666664,1.092853664904553,51744
