hist_solar_irradiation_global_mean,hist_solar_irradiation_global_median,hist_solar_irradiation_global_std,hist_solar_irradiation_global_count,hist_wind_speed_global_mean,hist_wind_speed_global_median,hist_wind_speed_global_std,hist_wind_speed_global_count
5.3506241234167895,5.601083333333333,1.687040617371509,58022,2.822283879996105,2.8208333333333333,1.0980173211058217,58022
