day_of_year,hist_solar_irradiation_global_doy_mean,hist_solar_irradiation_global_doy_median,hist_solar_irradiation_global_doy_std,hist_solar_irradiation_global_doy_count,hist_wind_speed_global_doy_mean,hist_wind_speed_global_doy_median,hist_wind_speed_global_doy_std,hist_wind_speed_global_doy_count
237,5.053260897435897,5.272069444444445,1.5875397803098141,130,3.2581345203233076,3.5374999999999996,1.1489065631485467,130
238,5.285328632478633,5.454472222222222,1.4997773223602007,130,3.1469526615754235,3.20625,1.0947209750474185,130
239,5.336463888888889,5.502291666666667,1.4004789594632434,130,3.02564652014652,3.1957427536231884,0.995526294231994,130
240,5.2597844017094015,5.535777777777778,1.476669993495003,130,3.1187418414918415,3.314583333333333,1.00893932790616,130
241,5.167959302325581,5.214222222222222,1.4708821010583129,129,3.3298000224693856,3.65,1.1507457035908188,129
242,5.13246511627907,5.424111111111111,1.4968905544650448,129,3.2796301260645815,3.420833333333333,1.172835126526399,129
243,5.422789102564103,5.679597222222222,1.6305281218930414,130,3.207012860328078,3.3791666666666664,1.1097191770647932,130
244,5.387688182402055,5.542166666666667,1.557715002518337,173,2.96718271666738,2.954166666666667,1.1924609700037136,173
245,5.55748795351474,5.880527777777778,1.5492375268989742,196,2.8207313417555993,2.760416666666667,1.2179827351760406,196
246,5.664214749012972,5.878,1.4445457788575136,197,2.9156549833667875,2.9166666666666665,1.1652135458742756,197
247,5.470525112233445,5.895111111111111,1.5537274401853571,198,2.72477924444657,2.65,1.159049632100609,198
248,5.313457984366276,5.511472222222222,1.6399012649408715,199,2.8710507700276233,2.822222222222222,1.2453014567389415,199
249,5.154786716171618,5.200027777777778,1.6285696408515062,202,3.0815582837969586,3.162916666666667,1.2591426298530994,202
250,4.8053912500000004,4.871125,1.6168666730209118,200,3.098142554554,3.145833333333333,1.2049104118678389,200
251,5.139493888888889,5.2812777777777775,1.5599367151415484,200,3.1825013054116953,3.114855072463768,1.2203438510447542,200
252,5.390932998324958,5.617583333333333,1.4339699146686828,199,3.354294332497304,3.4625,1.150967336844686,199
253,5.673882575757576,5.833666666666667,1.51350179581924,198,3.501682936828186,3.602083333333333,1.1166967816681286,198
254,5.8013719135802475,5.98925,1.5789795364933792,198,3.25444668943022,3.364583333333333,1.2231517502463143,198
255,5.523399715099715,5.798222222222223,1.6338448741380407,195,3.1762882102641825,3.295833333333333,1.2097806039163794,195
256,5.655739538239538,5.927319444444445,1.5266010699253785,154,3.239456130489222,3.3999999999999995,1.1906510378560335,154
257,5.522590909090908,5.7734305555555565,1.6948894725143002,132,3.379140989376063,3.5770833333333334,1.1799695891203879,132
258,5.7157620232172475,5.909972222222223,1.4653161069966871,134,3.442610165359192,3.6395833333333334,1.1264347336571792,134
259,5.77676119402985,5.974152777777778,1.4809060790695185,134,3.2962321834614263,3.404166666666667,1.168763617317584,134
260,5.872436507936508,6.05875,1.4447211194592995,133,3.2792925224316205,3.3541666666666665,1.139657301015348,133
261,5.722003341687552,5.89636111111111,1.516836076470526,133,3.413136048053505,3.595833333333333,1.083057857690058,133
262,5.874881069958848,6.1715,1.5273372563399246,135,3.5199946124728734,3.654166666666667,1.1487167310556976,135
263,5.947984272875817,6.200027777777779,1.4666757215033424,136,3.326157892296715,3.4298913043478265,1.1442060134589842,136
264,6.142950980392157,6.544472222222222,1.3974175707438783,136,3.0456555403782066,3.2041666666666666,1.0969171486114704,136
265,6.139635212418301,6.551222222222222,1.3692431567726178,136,3.120154452591313,3.1721590909090907,1.0642162554320798,136
266,6.136421160130719,6.514194444444444,1.3618994779014824,136,3.3866447981773504,3.473809523809524,1.0903132387387529,136
267,6.033188316993464,6.253361111111111,1.4924634220816309,136,3.1401743330731504,3.26875,1.0328903054389342,136
268,6.315796772875817,6.6810833333333335,1.402758661083538,136,3.1195986802164875,3.1354166666666665,1.0638261390977406,136
269,6.158032679738562,6.503902777777778,1.4508769780633333,136,3.343144581414495,3.395652173913043,1.1232350518638783,136
270,6.086463643790849,6.33,1.4232769549752873,136,3.257772646712107,3.3746376811594203,1.1090557346529373,136
271,6.091218518518518,6.339555555555556,1.3822886272928578,135,3.2472752003343155,3.345833333333333,1.1129966370916446,135
272,6.174538194444445,6.532888888888889,1.4734117517836653,136,3.2621122936987708,3.426325757575757,1.1132083537706778,136
273,6.178000405515004,6.705611111111112,1.515453826246341,137,3.2001718630288924,3.3166666666666664,1.1180503466982539,137
274,5.870247405372406,6.365763888888889,1.5659902097603369,182,3.003720856083388,3.1145833333333335,1.146350857182122,182
275,6.082543089430894,6.435861111111111,1.4221456322468669,205,2.993820304621736,3.0083333333333333,1.0969788160712333,205
276,6.022607874865156,6.2715,1.4256750489141532,206,2.9263867488455144,2.8978260869565213,1.1453500331601156,206
277,5.9248415989159895,6.195472222222223,1.3890982364377051,205,2.8816963983533723,2.829166666666667,1.3066333090494633,205
278,5.4492158536585364,5.63336111111111,1.491929359823616,205,2.9684728177696194,2.8625000000000003,1.31181566336652,205
279,5.298977615965479,5.415916666666666,1.6864032263290214,206,2.8733926255977256,2.7471491228070173,1.175548173696503,206
280,5.234255718954248,5.450027777777778,1.7514786180778776,204,3.210330423463332,3.2213235294117646,1.1725942145769506,204
281,5.456463365539452,5.885888888888889,1.7503205612753074,207,3.2270931457251764,3.2625,1.2014408769679934,207
282,5.921736791938998,6.148680555555556,1.4197897951674128,204,3.2352858492170644,3.3333333333333335,1.168017427503529,204
283,6.058689928845101,6.210416666666666,1.497041792923,203,3.336142243047298,3.420833333333333,1.106083452208623,203
284,5.8871420361247955,6.305027777777777,1.780843697031441,203,3.2308126176157965,3.3041666666666667,1.1977646290747235,203
285,5.859123563218391,6.160138888888889,1.5114838859380433,203,3.1202044680031844,3.185714285714286,1.2353102300606036,203
286,5.749291666666667,5.983930555555556,1.5165417772727114,158,3.323444305423421,3.4604166666666663,1.1538254408239859,158
287,5.748486928104575,5.795069444444444,1.5013749263061817,136,3.3275435538512568,3.321105072463768,1.2349967086182407,136
288,5.906687050359712,6.103972222222222,1.524156873731263,139,3.4091790613080333,3.5041666666666664,1.2411353294160477,139
289,5.924203051643193,6.177027777777777,1.4676036248308832,142,3.4240511181296225,3.51875,1.1707940813781537,142
290,6.004234154929578,6.1745,1.6048375630655771,142,3.20279292686289,3.314583333333333,1.0913874328471862,142
291,6.103744089834516,6.375944444444444,1.6190547557594708,141,3.0809855357120317,3.125,1.0234516902887458,141
292,6.1790896375098505,6.725472222222223,1.629247043814102,141,3.091043742121448,3.069565217391304,0.9999748839418261,141
293,6.300277186761229,6.690666666666667,1.5856948357832248,141,3.1380097626189207,3.1916666666666664,1.0297669359451334,141
294,6.159192080378251,6.607055555555555,1.6024891632715217,141,3.1638158792265614,3.068421052631579,1.131297906105202,141
295,6.002288810086682,6.296555555555556,1.530604517494883,141,3.3869272145266596,3.454166666666667,1.1719069248689329,141
296,5.977718873128447,6.208888888888889,1.673327655734703,141,3.320369695355447,3.3791666666666664,1.1419159886785564,141
297,5.7672909771473595,6.046027777777778,1.6324440676317231,141,3.365615706757011,3.4250000000000003,1.172359212154142,141
298,6.0496120892018785,6.2469166666666665,1.5628912953222027,142,3.3284478180015538,3.3875,1.120983000603955,142
299,6.126414696611505,6.348472222222222,1.6267471180808537,141,3.2134023013106923,3.341666666666667,1.1383545925792382,141
300,6.234553990610328,6.736138888888889,1.7801929215781946,142,3.1601920312004474,3.2874999999999996,1.0448757588232165,142
301,6.274348108747045,6.831888888888889,1.7398745800312454,141,2.9501725771014686,2.875,0.9528540740430879,141
302,6.449506150793651,6.994541666666667,1.5714866396096896,140,2.888159060659837,2.9729166666666664,1.0081004329434098,140
303,6.3809257936507935,6.802555555555555,1.4895524688655188,140,3.1051747274596737,3.027083333333333,1.0498652523470993,140
304,6.037152278177458,6.412722222222222,1.7110179469781661,139,3.1504544225180346,3.0666666666666664,1.0619623914931886,139
305,6.0412669082125605,6.238902777777778,1.603189004438208,184,2.9529626653884815,2.9404166666666667,1.108588759221828,184
306,6.174671497584541,6.438666666666667,1.5918130265757016,207,3.067397908842088,3.0500000000000003,1.1199535493845343,207
307,6.136465311004785,6.400361111111111,1.5205187231653938,209,3.0332095217178554,3.011764705882353,1.1314046420907424,209
308,5.688241987179487,5.887888888888889,1.522667344695692,208,2.809891681621233,2.7760416666666665,1.2052156796935334,208
309,5.664202418926103,5.9912222222222224,1.7664065715402932,209,2.851921793411753,2.7375000000000003,1.219915108614719,209
310,5.734136496544391,6.094194444444444,1.7913299701382617,209,2.9330063266246404,2.9125,1.1582515574850365,209
311,5.526917464114832,5.887305555555556,1.7885986540664125,209,3.1087482789984198,3.1625,1.0640843486479052,209
312,5.691869484316853,6.163361111111111,1.7529250161462866,209,3.0236638436057026,3.0,1.043651134094619,209
313,5.857017847557703,6.187944444444444,1.5669569858842296,207,3.117656742157604,3.069565217391304,0.9988474996312608,207
314,5.941065351583467,6.263194444444444,1.632643128231667,207,3.203258420467819,3.2541666666666664,1.0778943553536233,207
315,6.204434380032206,6.582583333333333,1.5705127060044983,207,3.0362833609423086,3.095833333333333,0.964411733674251,207
316,6.379477885652642,6.661111111111111,1.4820478244908217,206,2.9040439790813313,2.845833333333333,1.0520039575253959,206
317,6.346713134430727,6.820319444444445,1.596798264839109,162,3.128621370646374,3.154166666666667,0.9470277596693375,162
318,6.250089528377298,6.679805555555555,1.6224562334284407,139,3.1854156742818596,3.1666666666666665,0.983615011353115,139
319,6.362251598721023,6.748722222222223,1.434900985303484,139,3.1644604497510427,3.125,1.0005711789606762,139
320,6.351359477124183,6.655569444444444,1.5339496077800465,136,3.168792444599417,3.131111111111111,1.0223071184963908,136
321,6.08577818627451,6.597736111111111,1.7931878380755721,136,3.00776543824439,3.0248081841432226,0.996104229775855,136
322,6.1550731209150324,6.476638888888889,1.539634779969115,136,3.0389020444247423,2.9520833333333334,1.1115662033504408,136
323,6.021949404761904,6.572180555555555,1.8065721853643184,140,3.0118597055839182,2.95,1.0213013231638892,140
324,6.3456303571428565,6.866527777777778,1.5917580588707634,140,3.1182927697758944,3.1833333333333336,1.002542502290475,140
325,6.385587896825396,6.785041666666666,1.5692420349610472,140,3.2592298330399356,3.397916666666667,0.9752696648086461,140
326,6.317950000000001,6.733805555555556,1.5517992201784434,140,3.052677442855626,3.03125,0.95304550706712,140
327,6.280939125295508,6.706166666666667,1.613034434533872,141,2.933326333944906,2.9625,0.8697983080192448,141
328,5.991419047619048,6.144486111111111,1.594968482330163,140,2.992932874966648,2.9564102564102566,0.9206324036716692,140
329,6.106761111111111,6.347111111111111,1.5565403003025453,140,3.126339749711073,3.1083333333333334,0.9071637447742261,140
330,6.370844956658787,6.782527777777778,1.6530789243624981,141,3.121465833153201,3.113636363636364,0.9666154827227825,141
331,6.114265169424744,6.587805555555555,1.825486221003001,141,3.14920453453549,3.0533333333333337,0.9905622939722459,141
332,6.151635515873015,6.359263888888888,1.566858368529849,140,3.089116881211847,3.0979166666666664,0.977334398848994,140
333,6.394434325396825,6.659958333333334,1.433660552333315,140,3.041753117913832,3.0532608695652175,0.9347077802212076,140
334,6.351110317460318,6.484291666666667,1.5059263884704301,140,3.1457008149717773,3.078804347826087,1.077510987058139,140
335,6.0295572072072074,6.520388888888889,1.6050195839312507,185,2.9496898782116174,2.9291666666666667,1.1326633920750866,185
336,5.980840144230769,6.462472222222222,1.657503274762871,208,2.8757109948256168,2.8607142857142858,1.0202182572913479,208
337,5.924299145299146,6.167263888888889,1.4808653558675295,208,2.7882027749326217,2.7674242424242426,0.9946385159115142,208
338,5.6000101495726495,5.951666666666666,1.7484863790269165,208,2.5678901059508976,2.5854166666666663,1.0366723392023218,208
339,5.635232555018787,5.981888888888888,1.7377838091814233,207,2.6329501241899993,2.620833333333333,1.0113735334025091,207
340,5.6084735449735446,5.783277777777778,1.6937572943959254,210,2.647463690011324,2.6333333333333337,0.9816732682134567,210
341,5.575226851851852,5.8838333333333335,1.8218896004913616,210,2.8532176036161,2.770833333333333,0.9423844525513986,210
342,5.5468920484465505,5.928972222222222,1.8023237558324523,211,2.9803501073202385,2.9375,1.004816457022871,211
343,5.950550505050504,6.265388888888889,1.6376905319284067,209,3.1138290460672953,3.1153846153846154,0.9335577269198395,209
344,5.729236842105263,6.291361111111112,1.7727743666927236,209,2.978032487931976,3.0375,0.9600658666089745,209
345,6.172946859903381,6.454861111111111,1.564328279543128,207,2.8955861848583475,2.833333333333333,1.0844364740589418,207
346,5.948912259615384,6.187777777777778,1.4875281012847796,208,2.8254473128152395,2.75,1.0211301525530174,208
347,5.903981199186992,6.265361111111111,1.554063668056191,164,2.908042961663057,2.863068181818182,1.0079669927036161,164
348,6.225663145539906,6.514666666666667,1.5427583624209729,142,2.9942603126019387,2.9520833333333334,1.003778125230568,142
349,6.157024061032864,6.486472222222222,1.597475092797604,142,3.0012032604145924,2.9541666666666666,1.0112790221567265,142
350,5.852482394366198,6.133013888888888,1.5474753360123346,142,3.068996131982241,3.0532608695652175,1.003180847878039,142
351,4.909906298904539,5.164041666666666,1.8961765786647296,142,2.8811887955424975,2.8531702898550724,1.0501246824939248,142
352,5.336790884194054,5.7705,1.7986046677890668,142,2.8597278636343937,2.8,1.1048260920167319,142
353,5.442720657276996,5.543180555555555,1.7461675636359633,142,2.933724886819651,2.960416666666667,1.077129032890807,142
354,5.643124217527387,6.147069444444444,1.8981807732796374,142,2.967115785370612,3.0387500000000003,1.1374651336888322,142
355,5.47361682427108,5.595305555555555,1.6550088559946163,141,2.924854131700132,3.0375,1.0184170030490127,141
356,5.318553388494878,5.591722222222223,1.7278074108591335,141,2.9399790327226114,3.0500000000000003,1.0183911242938801,141
357,5.488983451536644,5.751194444444444,1.747255101950386,141,2.92189755434205,2.829166666666667,1.086247784184204,141
358,5.503485714285714,5.718,1.7562033621472013,140,2.946724207469549,2.8767045454545457,1.1318645200735853,140
359,5.935911231884058,6.238125,1.570832091197928,138,2.8091840830876746,2.8895833333333334,1.092297825785933,138
360,5.8062202380952375,6.126736111111111,1.8125857676864323,140,2.7669438122763146,2.8354166666666663,1.0117984153372979,140
361,5.969327380952381,6.178513888888889,1.6318496037777792,140,2.861465384770509,2.9437499999999996,0.9783086996486894,140
362,6.26614126984127,6.544888888888889,1.5196810245666068,140,2.7836899867730613,2.779166666666667,0.9992338369187237,140
363,5.980159523809524,6.412472222222222,1.718289911712875,140,2.7352314037756584,2.728472222222222,1.0737666605961598,140
364,6.0634154761904755,6.477555555555556,1.522506189572774,140,2.8966689921421245,2.8333333333333335,1.083771385777505,140
365,5.926103174603175,6.158069444444445,1.5266452430593562,140,2.8067714370506542,2.902083333333333,1.0863759077734727,140
366,6.4677847222222224,6.776833333333334,1.2468591188381866,36,3.2146800954681387,3.427083333333333,1.0963452144181476,36
