target,mae,rmse,nrmse,r2,bias,medae,smape
solar_daily_kwh_m2_day,1.4116190306605323,1.821717156268373,0.17690295592293262,-0.2840990207655094,-0.13883288926796297,1.12815487511472,30.25558080925977
wind_daily_mean_ms,0.7215184728470637,0.9193866601871367,0.13813822941042123,0.24288044452727153,0.18778137989889507,0.5976597257279467,34.89933123528499
